"D1.source.country","D1.destination.country"
"Germany","Spain"
"Germany","Turkey"
"Germany","Greece"
"Germany","France"
"Germany","Spain"
"Germany","Egypt"
"Germany","Spain"
"Germany","Greece"
"Germany","Spain"
"Germany","Spain"
"Germany","Tunisia"
"Germany","Italy"
"Germany","Spain"
"Germany","Turkey"
"Germany","Spain"
"Greece","Austria"
"France","Germany"
"France","Germany"
"France","Germany"
"France","Austria"
"Denmark","Germany"
"Denmark","Spain"
"Denmark","Germany"
"Denmark","Austria"
"Italy","France"
"Italy","Germany"
"Italy","Germany"
"Italy","Germany"
"Italy","Germany"
"Italy","Germany"
"Italy","Switzerland"
"Mexico","Germany"
"Netherlands Antilles","Germany"
"United States","Germany"
"Tunisia","Germany"
"Tunisia","Germany"
"Russia","Germany"
"Russia","Germany"
"Russia","Germany"
"Russia","Germany"
"Germany","Turkey"
"Germany","Greece"
"Germany","Egypt"
"Germany","Tunisia"
"Germany","Spain"
"Germany","Greece"
"Germany","Spain"
"Germany","Spain"
"Germany","Spain"
"Germany","Spain"
"Germany","Spain"
"Germany","United Arab Emirates"
"Germany","Turkey"
"Germany","Spain"
"Germany","Serbia"
"Germany","Italy"
"Germany","Greece"
"Germany","France"
"Germany","Denmark"
"Germany","Italy"
"Germany","Mexico"
"Germany","Netherlands Antilles"
"Germany","Tunisia"
"Germany","Russia"
"Germany","Portugal"
"Germany","Italy"
"Germany","Italy"
"Germany","Portugal"
"Germany","Spain"
"Germany","Guernsey"
"Germany","Finland"
"Germany","Greece"
"Germany","Egypt"
"Germany","Spain"
"Germany","Jersey"
"Germany","United States"
"Germany","Greece"
"Germany","Greece"
"Germany","United States"
"Germany","Spain"
"Germany","Spain"
"Germany","Spain"
"Germany","United States"
"Germany","Greece"
"Germany","Italy"
"Germany","Italy"
"Germany","Tunisia"
"Germany","France"
"Germany","Italy"
"Germany","United States"
"Germany","Portugal"
"Germany","Spain"
"Germany","Dominican Republic"
"Germany","Dominican Republic"
"Germany","Greece"
"Germany","Greece"
"Germany","Latvia"
"Germany","Egypt"
"Germany","United States"
"Germany","Turkey"
"Germany","Greece"
"Germany","Greece"
"Germany","Spain"
"Germany","United Kingdom"
"Germany","Austria"
"Germany","Spain"
"Germany","Israel"
"Germany","Italy"
"Germany","Austria"
"Germany","Cuba"
"Germany","Switzerland"
"Germany","Greece"
"Portugal","Germany"
"Portugal","Germany"
"Portugal","Germany"
"Portugal","Spain"
"Portugal","Germany"
"Italy","Germany"
"Italy","Germany"
"Italy","Austria"
"Germany","Spain"
"Germany","Spain"
"Germany","Spain"
"Italy","Germany"
"Italy","Germany"
"Italy","Austria"
"Germany","France"
"Germany","Turkey"
"Germany","Greece"
"Germany","Spain"
"Germany","Spain"
"Portugal","Germany"
"Portugal","Germany"
"Portugal","Germany"
"Portugal","Germany"
"Portugal","Austria"
"Portugal","Switzerland"
"Germany","Spain"
"Germany","Jordan"
"Germany","United Arab Emirates"
"Germany","Serbia"
"Germany","Greece"
"Germany","Italy"
"Germany","United States"
"Germany","Russia"
"Germany","Guernsey"
"Germany","Finland"
"Germany","Spain"
"Germany","United Kingdom"
"Germany","United Kingdom"
"Germany","Spain"
"Germany","Spain"
"Germany","Latvia"
"Germany","Austria"
"Spain","Germany"
"Spain","Germany"
"Spain","Germany"
"Spain","Germany"
"Spain","Germany"
"Spain","Germany"
"Spain","Austria"
"Spain","Germany"
"Spain","Austria"
"Spain","Switzerland"
"Guernsey","Germany"
"Guernsey","Jersey"
"Poland","Germany"
"Sweden","Germany"
"Austria","Greece"
"Austria","Spain"
"Austria","Spain"
"Austria","Germany"
"Switzerland","Spain"
"Germany","Switzerland"
"Germany","Spain"
"Germany","Jersey"
"Germany","United Kingdom"
"Germany","Spain"
"Germany","Austria"
"Germany","Spain"
"Germany","Spain"
"Germany","Spain"
"Germany","Turkey"
"Germany","Greece"
"Germany","Portugal"
"Germany","Spain"
"Germany","Finland"
"Germany","Greece"
"Germany","Spain"
"Germany","Greece"
"Germany","United Kingdom"
"Germany","Spain"
"Germany","Italy"
"Germany","Spain"
"Germany","Latvia"
"Germany","Greece"
"Germany","Austria"
"Germany","Spain"
"Germany","Austria"
"Finland","Germany"
"Finland","Germany"
"Finland","Germany"
"Finland","Germany"
"Finland","Germany"
"Finland","Austria"
"Finland","Switzerland"
"Greece","France"
"Greece","Germany"
"Greece","Germany"
"Greece","Austria"
"Greece","Germany"
"Greece","Germany"
"Greece","Austria"
"Greece","Germany"
"Greece","Germany"
"Greece","Austria"
"Greece","Germany"
"Greece","Austria"
"Greece","Switzerland"
"Thailand","United Arab Emirates"
"Egypt","Germany"
"Egypt","Germany"
"Egypt","Germany"
"Egypt","Germany"
"Egypt","Germany"
"Egypt","Germany"
"Spain","France"
"Spain","Germany"
"Spain","Germany"
"Spain","Germany"
"Spain","Germany"
"Spain","Germany"
"Spain","Germany"
"Spain","Germany"
"Spain","Germany"
"Spain","Germany"
"Spain","Germany"
"Spain","Germany"
"Spain","Germany"
"Spain","Switzerland"
"Austria","Spain"
"Jersey","Germany"
"Jersey","Germany"
"Jersey","Germany"
"Jersey","Germany"
"United States","Germany"
"United States","Germany"
"Greece","Austria"
"Greece","Austria"
"Russia","Germany"
"Greece","Germany"
"Greece","Germany"
"Greece","Germany"
"Greece","Germany"
"Greece","Germany"
"Greece","Germany"
"Greece","Austria"
"Poland","Germany"
"Greece","Germany"
"Greece","Germany"
"United States","Germany"
"Cyprus","Austria"
"United Kingdom","Germany"
"United Kingdom","Switzerland"
"Russia","Germany"
"Germany","Spain"
"Germany","Turkey"
"Germany","Portugal"
"Germany","Spain"
"Germany","Greece"
"Germany","Egypt"
"Germany","Greece"
"Germany","Spain"
"Germany","Spain"
"United Kingdom","Austria"
"United Kingdom","France"
"United Kingdom","Germany"
"United Kingdom","Germany"
"United Kingdom","Germany"
"United Kingdom","Germany"
"United Kingdom","France"
"United Kingdom","Germany"
"United Kingdom","Germany"
"United Kingdom","Austria"
"United Kingdom","Switzerland"
"Austria","Greece"
"Austria","Spain"
"Spain","France"
"Spain","Germany"
"Spain","Germany"
"Spain","Germany"
"Spain","Germany"
"Spain","Germany"
"Spain","Austria"
"Spain","Germany"
"Spain","Austria"
"Spain","Switzerland"
"Spain","Germany"
"Spain","Germany"
"Spain","Switzerland"
"Spain","Germany"
"Spain","Germany"
"Spain","Austria"
"Spain","Switzerland"
"Spain","Germany"
"Spain","Germany"
"Spain","Germany"
"Spain","Germany"
"United States","Germany"
"United States","Germany"
"Greece","Germany"
"Greece","Germany"
"Malta","Austria"
"Germany","Spain"
"Germany","Spain"
"Germany","Spain"
"Germany","Jordan"
"Germany","Greece"
"Germany","United Arab Emirates"
"Germany","Turkey"
"Germany","Italy"
"Germany","Italy"
"Germany","Greece"
"Germany","Italy"
"Germany","Russia"
"Germany","Portugal"
"Germany","Portugal"
"Germany","Spain"
"Germany","Finland"
"Germany","Greece"
"Germany","Spain"
"Germany","Greece"
"Germany","Greece"
"Germany","United Kingdom"
"Germany","Spain"
"Germany","Spain"
"Germany","Spain"
"Germany","Greece"
"Germany","Italy"
"Germany","Tunisia"
"Germany","Italy"
"Germany","Spain"
"Germany","Dominican Republic"
"Germany","Greece"
"Germany","Greece"
"Germany","Latvia"
"Germany","Turkey"
"Germany","Greece"
"Germany","Greece"
"Germany","Spain"
"Germany","Israel"
"Germany","Austria"
"Germany","Greece"
"Italy","Germany"
"Italy","Germany"
"Italy","Austria"
"Italy","Germany"
"Italy","Germany"
"Italy","Germany"
"Italy","Germany"
"Italy","Switzerland"
"Tunisia","Germany"
"Tunisia","Germany"
"Tunisia","Germany"
"Tunisia","Germany"
"Tunisia","Germany"
"Tunisia","Germany"
"France","Germany"
"France","Austria"
"Germany","Turkey"
"Germany","Tunisia"
"Germany","Spain"
"Germany","Greece"
"Germany","Egypt"
"Germany","Spain"
"Germany","Greece"
"Germany","Spain"
"Germany","Tunisia"
"Germany","Italy"
"Germany","Spain"
"Germany","Greece"
"Germany","Turkey"
"Germany","Greece"
"Germany","Greece"
"Germany","Croatia"
"Germany","Spain"
"Germany","Austria"
"Italy","Germany"
"Italy","Germany"
"Italy","Germany"
"Italy","Germany"
"Italy","Germany"
"Italy","Germany"
"Italy","Germany"
"Italy","Austria"
"Italy","Switzerland"
"United States","Germany"
"United States","Germany"
"France","United Kingdom"
"France","Germany"
"Norway","Germany"
"Romania","Germany"
"Germany","Turkey"
"Germany","Spain"
"Germany","Spain"
"Portugal","Germany"
"China","Japan"
"China","Germany"
"Spain","Germany"
"Spain","France"
"Spain","Germany"
"Spain","Denmark"
"Spain","Germany"
"Spain","Germany"
"Spain","Germany"
"Spain","Portugal"
"Spain","Germany"
"Spain","Germany"
"Spain","Germany"
"Spain","Germany"
"Spain","Austria"
"Spain","Germany"
"Spain","Germany"
"Spain","Austria"
"Spain","Germany"
"Spain","Austria"
"Spain","Germany"
"Spain","Germany"
"Spain","Germany"
"Spain","Germany"
"Spain","Germany"
"Spain","Austria"
"Spain","Germany"
"Spain","Austria"
"Spain","Switzerland"
"Dominican Republic","Germany"
"Dominican Republic","Germany"
"Dominican Republic","Germany"
"Greece","Germany"
"Greece","Germany"
"Greece","Austria"
"Greece","Germany"
"Greece","Germany"
"Greece","Germany"
"Greece","Germany"
"Greece","Germany"
"Greece","Austria"
"Latvia","Germany"
"Latvia","Germany"
"Latvia","Germany"
"Latvia","Germany"
"Latvia","Germany"
"Egypt","Germany"
"United States","Germany"
"Turkey","Germany"
"Turkey","Germany"
"Turkey","Germany"
"Turkey","Germany"
"Turkey","Germany"
"Turkey","Germany"
"Germany","Spain"
"Singapore","United Arab Emirates"
"Singapore","Australia"
"Greece","Germany"
"Greece","Germany"
"Greece","Germany"
"Greece","Germany"
"Greece","Germany"
"Greece","Germany"
"Greece","Austria"
"Greece","Germany"
"Greece","Germany"
"Greece","Germany"
"Greece","Germany"
"Bulgaria","Germany"
"Spain","Germany"
"Croatia","Germany"
"United Kingdom","Germany"
"Germany","Spain"
"Germany","Spain"
"Germany","Turkey"
"Germany","Serbia"
"Germany","Italy"
"Germany","Italy"
"Germany","Spain"
"Germany","Jersey"
"Germany","United Kingdom"
"Germany","Italy"
"Germany","Italy"
"Germany","Spain"
"Germany","Turkey"
"Germany","Greece"
"Germany","Italy"
"Italy","Switzerland"
"Germany","Turkey"
"Austria","Spain"
"Austria","France"
"Austria","Germany"
"Austria","Germany"
"Austria","Greece"
"Austria","United Kingdom"
"Austria","Spain"
"Austria","Spain"
"Austria","Spain"
"Austria","Germany"
"Spain","France"
"Spain","Germany"
"Spain","Germany"
"Spain","Germany"
"Spain","Austria"
"Spain","Germany"
"Spain","Germany"
"Spain","Germany"
"Spain","Germany"
"Spain","Austria"
"Spain","Germany"
"Spain","Austria"
"Spain","Switzerland"
"Israel","Germany"
"Israel","Germany"
"Israel","Germany"
"Germany","Spain"
"Germany","Spain"
"Germany","Spain"
"Germany","Jordan"
"Germany","Sweden"
"Germany","United Arab Emirates"
"Germany","Turkey"
"Germany","Spain"
"Germany","Serbia"
"Germany","Italy"
"Germany","Hungary"
"Germany","Greece"
"Germany","Denmark"
"Germany","Italy"
"Germany","Russia"
"Germany","Portugal"
"Germany","Italy"
"Germany","Portugal"
"Germany","Spain"
"Germany","Poland"
"Germany","Sweden"
"Germany","Austria"
"Germany","Finland"
"Germany","Greece"
"Germany","Egypt"
"Germany","Spain"
"Germany","United States"
"Germany","Russia"
"Germany","Greece"
"Germany","Poland"
"Germany","Russia"
"Germany","United Kingdom"
"Germany","Spain"
"Germany","Spain"
"Germany","Spain"
"Germany","United States"
"Germany","Italy"
"Germany","Italy"
"Germany","Tunisia"
"Germany","Italy"
"Germany","United States"
"Germany","France"
"Germany","Norway"
"Germany","Romania"
"Germany","China"
"Germany","Spain"
"Germany","Greece"
"Germany","Latvia"
"Germany","Greece"
"Germany","Greece"
"Germany","Bulgaria"
"Germany","Austria"
"Germany","Spain"
"Germany","Israel"
"Germany","Italy"
"Germany","Austria"
"Germany","Poland"
"Germany","Switzerland"
"Italy","Germany"
"Italy","Germany"
"Italy","Germany"
"Austria","Spain"
"Austria","Spain"
"Austria","Jordan"
"Austria","Sweden"
"Austria","Spain"
"Austria","France"
"Austria","Greece"
"Austria","Greece"
"Austria","Denmark"
"Austria","Germany"
"Austria","Italy"
"Austria","Italy"
"Austria","Portugal"
"Austria","Germany"
"Austria","Germany"
"Austria","Germany"
"Austria","Finland"
"Austria","Greece"
"Austria","Greece"
"Austria","Greece"
"Austria","Greece"
"Austria","Cyprus"
"Austria","United Kingdom"
"Austria","Spain"
"Austria","Spain"
"Austria","Malta"
"Austria","Germany"
"Austria","Italy"
"Austria","France"
"Austria","Germany"
"Austria","Italy"
"Austria","Spain"
"Austria","Greece"
"Austria","Greece"
"Austria","Greece"
"Austria","Spain"
"Austria","Germany"
"Austria","Spain"
"Austria","Greece"
"Austria","Switzerland"
"Austria","Greece"
"Spain","Austria"
"Greece","Austria"
"Cuba","Germany"
"Poland","Germany"
"Switzerland","Spain"
"Switzerland","Spain"
"Switzerland","Italy"
"Switzerland","Italy"
"Switzerland","Germany"
"Switzerland","Portugal"
"Switzerland","Spain"
"Switzerland","Germany"
"Switzerland","Finland"
"Switzerland","Greece"
"Switzerland","Spain"
"Switzerland","United Kingdom"
"Switzerland","United Kingdom"
"Switzerland","Spain"
"Switzerland","Spain"
"Switzerland","Italy"
"Switzerland","Italy"
"Switzerland","Spain"
"Switzerland","Italy"
"Switzerland","Spain"
"Switzerland","Germany"
"Switzerland","Austria"
"Greece","Germany"
"Greece","Germany"
"Greece","Austria"
"Cote d'Ivoire","Belgium"
"Cote d'Ivoire","Burkina Faso"
"Ethiopia","Saudi Arabia"
"Netherlands","Denmark"
"Antigua and Barbuda","Canada"
"United States","Canada"
"Aruba","Canada"
"United Arab Emirates","Canada"
"Dominican Republic","Canada"
"Dominican Republic","Canada"
"Bahrain","Qatar"
"Spain","Canada"
"Bermuda","Canada"
"United States","Canada"
"United States","Canada"
"Barbados","Canada"
"Burundi","Kenya"
"Thailand","South Korea"
"Thailand","Japan"
"United States","Canada"
"Colombia","Canada"
"United States","Canada"
"United States","Canada"
"United States","Canada"
"United States","Canada"
"Belgium","Burundi"
"Belgium","Benin"
"Belgium","Senegal"
"Belgium","Cameroon"
"Belgium","Rwanda"
"Belgium","Angola"
"Belgium","Burkina Faso"
"Belgium","Canada"
"Belgium","Canada"
"United States","Canada"
"Cuba","Canada"
"France","Canada"
"France","Canada"
"Guinea","Senegal"
"United States","Canada"
"United States","Canada"
"United States","Canada"
"Benin","Cote d'Ivoire"
"Denmark","Netherlands"
"Denmark","Norway"
"Denmark","Lithuania"
"Denmark","Poland"
"Denmark","Canada"
"Mexico","Canada"
"Mexico","Canada"
"Mexico","Canada"
"United States","Canada"
"Mexico","Canada"
"United States","Canada"
"United States","Canada"
"United States","Canada"
"India","Belgium"
"United States","Canada"
"United States","Canada"
"United States","Canada"
"United States","Canada"
"United States","Canada"
"United States","Canada"
"United States","Canada"
"United States","Canada"
"United States","Canada"
"United States","Canada"
"Senegal","Belgium"
"Senegal","Guinea"
"Cameroon","Belgium"
"Cameroon","Congo (Kinshasa)"
"Qatar","Bahrain"
"Qatar","Germany"
"United States","Canada"
"Ireland","Canada"
"Uganda","Belgium"
"United States","Canada"
"United States","Canada"
"United States","Canada"
"United States","Canada"
"United States","Canada"
"Argentina","Chile"
"Italy","Canada"
"Martinique","Canada"
"Congo (Kinshasa)","Belgium"
"Congo (Kinshasa)","Cameroon"
"United States","Canada"
"United States","Canada"
"Germany","Qatar"
"Germany","Saudi Arabia"
"Germany","Cyprus"
"Germany","Italy"
"Germany","Spain"
"Germany","Lithuania"
"Germany","Canada"
"Germany","Canada"
"Germany","Canada"
"Germany","Canada"
"Germany","Canada"
"Cayman Islands","Canada"
"Poland","Denmark"
"Bahamas","Canada"
"Grenada","Canada"
"Brazil","Canada"
"Switzerland","Canada"
"Cuba","Canada"
"Hong Kong","Canada"
"Hong Kong","Canada"
"Japan","Canada"
"United States","Canada"
"Cuba","Canada"
"Cuba","Canada"
"United States","Canada"
"United States","Canada"
"United States","Canada"
"United States","Canada"
"United States","Canada"
"United States","Canada"
"United States","Canada"
"South Korea","Thailand"
"South Korea","Canada"
"United States","Canada"
"Turkey","Canada"
"Saudi Arabia","Ethiopia"
"Saudi Arabia","Germany"
"Saudi Arabia","Turkey"
"United States","Canada"
"Rwanda","Uganda"
"Rwanda","Kenya"
"Jamaica","Canada"
"Angola","Congo (Kinshasa)"
"United States","Canada"
"United States","Canada"
"United States","Canada"
"United States","Canada"
"United States","Canada"
"United States","Canada"
"United States","Canada"
"United States","Canada"
"United States","Canada"
"Cyprus","Germany"
"United States","Canada"
"United States","Canada"
"United States","Canada"
"United Kingdom","Canada"
"United Kingdom","Canada"
"United Kingdom","Canada"
"United Kingdom","Canada"
"United Kingdom","Canada"
"United Kingdom","Canada"
"United Kingdom","Canada"
"United Kingdom","Canada"
"Peru","Canada"
"Costa Rica","Canada"
"Jamaica","Canada"
"Jamaica","Canada"
"Jamaica","Canada"
"United States","Canada"
"United States","Canada"
"United States","Canada"
"United States","Canada"
"Mexico","Canada"
"Mexico","Canada"
"United States","Guatemala"
"United States","Canada"
"United States","Canada"
"United States","Canada"
"United States","Canada"
"Germany","Bulgaria"
"Germany","Canada"
"Germany","Canada"
"Germany","Canada"
"Italy","Germany"
"Bahamas","Canada"
"Kenya","Belgium"
"Japan","Thailand"
"Japan","Canada"
"Japan","Canada"
"Japan","Canada"
"United States","Canada"
"United States","Canada"
"United States","Canada"
"United States","Canada"
"United States","Canada"
"United States","Canada"
"United States","Canada"
"United States","Canada"
"United States","Canada"
"United States","Canada"
"United States","Canada"
"United States","Canada"
"Burkina Faso","Cote d'Ivoire"
"Burkina Faso","Belgium"
"Haiti","Canada"
"United States","Canada"
"United States","Canada"
"China","Canada"
"China","Canada"
"United States","Canada"
"United States","Canada"
"United States","Canada"
"Turks and Caicos Islands","Canada"
"Turks and Caicos Islands","Canada"
"Dominican Republic","Canada"
"Dominican Republic","Canada"
"Guadeloupe","Canada"
"Dominican Republic","Canada"
"Dominican Republic","Canada"
"China","Canada"
"China","Canada"
"Mexico","Canada"
"Mexico","Canada"
"United States","Canada"
"United States","Canada"
"United States","Canada"
"United States","Canada"
"Chile","Argentina"
"Chile","Canada"
"United States","Canada"
"United States","Canada"
"United States","Canada"
"United States","Canada"
"United States","Canada"
"United States","Canada"
"United States","Canada"
"United States","Canada"
"Mexico","Canada"
"Costa Rica","Canada"
"Cuba","Canada"
"Cuba","Canada"
"Cuba","Canada"
"United States","Canada"
"Australia","Canada"
"United States","Canada"
"Israel","Canada"
"Israel","Canada"
"United States","Canada"
"Norway","Denmark"
"Saint Lucia","Canada"
"Austria","Canada"
"Spain","Germany"
"Lithuania","Denmark"
"Lithuania","Germany"
"Cuba","Canada"
"Cuba","Canada"
"Cuba","Canada"
"Poland","Denmark"
"Poland","Canada"
"Canada","United States"
"Canada","United States"
"Canada","United States"
"Canada","United Kingdom"
"Canada","United States"
"Canada","United States"
"Canada","United States"
"Canada","United Kingdom"
"Canada","United States"
"Canada","United States"
"Canada","United States"
"Canada","United States"
"Canada","United States"
"Canada","Germany"
"Canada","United States"
"Canada","United States"
"Canada","United Kingdom"
"Canada","United States"
"Canada","United States"
"Canada","United States"
"Canada","United States"
"Canada","Dominican Republic"
"Canada","United States"
"Canada","United States"
"Canada","Belgium"
"Canada","Cuba"
"Canada","France"
"Canada","Mexico"
"Canada","Mexico"
"Canada","United States"
"Canada","United States"
"Canada","United States"
"Canada","Martinique"
"Canada","United States"
"Canada","Germany"
"Canada","Switzerland"
"Canada","Cuba"
"Canada","United States"
"Canada","United States"
"Canada","United States"
"Canada","United States"
"Canada","United States"
"Canada","United Kingdom"
"Canada","Jamaica"
"Canada","United States"
"Canada","Germany"
"Canada","United States"
"Canada","Haiti"
"Canada","Guadeloupe"
"Canada","Dominican Republic"
"Canada","United States"
"Canada","Cuba"
"Canada","Cuba"
"Canada","Switzerland"
"Canada","Bahamas"
"Canada","New Zealand"
"Canada","United States"
"Canada","United States"
"Canada","Germany"
"Canada","Hong Kong"
"Canada","Japan"
"Canada","United States"
"Canada","South Korea"
"Canada","United States"
"Canada","United States"
"Canada","United Kingdom"
"Canada","Mexico"
"Canada","Germany"
"Canada","Japan"
"Canada","United States"
"Canada","United States"
"Canada","United States"
"Canada","China"
"Canada","China"
"Canada","Mexico"
"Canada","United States"
"Canada","United States"
"Canada","Australia"
"Canada","United States"
"Canada","United States"
"Canada","United States"
"Canada","United States"
"Canada","Mexico"
"Canada","United States"
"Canada","United States"
"Canada","Germany"
"Canada","United States"
"Canada","United States"
"Canada","United States"
"Canada","United Kingdom"
"Canada","Japan"
"Canada","United States"
"Canada","United States"
"Canada","Mexico"
"Canada","United States"
"Canada","Mexico"
"Canada","Cuba"
"Canada","United States"
"Canada","United Kingdom"
"Canada","Antigua and Barbuda"
"Canada","United States"
"Canada","Aruba"
"Canada","United Arab Emirates"
"Canada","Dominican Republic"
"Canada","Spain"
"Canada","Bermuda"
"Canada","United States"
"Canada","Barbados"
"Canada","United States"
"Canada","Colombia"
"Canada","United States"
"Canada","United States"
"Canada","Cuba"
"Canada","France"
"Canada","United States"
"Canada","United States"
"Canada","United States"
"Canada","Denmark"
"Canada","Mexico"
"Canada","United States"
"Canada","United States"
"Canada","United States"
"Canada","United States"
"Canada","United States"
"Canada","Ireland"
"Canada","United States"
"Canada","Italy"
"Canada","United States"
"Canada","Germany"
"Canada","Cayman Islands"
"Canada","Bahamas"
"Canada","Grenada"
"Canada","Brazil"
"Canada","Cuba"
"Canada","Hong Kong"
"Canada","Cuba"
"Canada","United States"
"Canada","United States"
"Canada","United States"
"Canada","Turkey"
"Canada","United States"
"Canada","Jamaica"
"Canada","United States"
"Canada","United States"
"Canada","United States"
"Canada","United Kingdom"
"Canada","Peru"
"Canada","Costa Rica"
"Canada","Jamaica"
"Canada","United States"
"Canada","United States"
"Canada","United States"
"Canada","Mexico"
"Canada","United States"
"Canada","United States"
"Canada","United States"
"Canada","United States"
"Canada","Germany"
"Canada","Bahamas"
"Canada","Japan"
"Canada","United States"
"Canada","China"
"Canada","United States"
"Canada","United States"
"Canada","United States"
"Canada","Turks and Caicos Islands"
"Canada","Dominican Republic"
"Canada","Dominican Republic"
"Canada","China"
"Canada","United States"
"Canada","United States"
"Canada","United States"
"Canada","United States"
"Canada","Chile"
"Canada","United States"
"Canada","United States"
"Canada","Costa Rica"
"Canada","Cuba"
"Canada","United States"
"Canada","United States"
"Canada","Israel"
"Canada","United States"
"Canada","Saint Lucia"
"Canada","Austria"
"Canada","Cuba"
"Canada","Poland"
"Canada","Switzerland"
"Switzerland","Canada"
"Switzerland","Canada"
"Bahamas","Turks and Caicos Islands"
"China","Taiwan"
"China","Taiwan"
"China","Taiwan"
"China","Taiwan"
"China","Taiwan"
"Vietnam","Taiwan"
"China","Taiwan"
"China","Taiwan"
"Hong Kong","Taiwan"
"South Korea","Taiwan"
"Taiwan","China"
"Taiwan","China"
"Taiwan","South Korea"
"Taiwan","China"
"China","Taiwan"
"China","Taiwan"
"China","Taiwan"
"China","Taiwan"
"China","Taiwan"
"Japan","Taiwan"
"Taiwan","China"
"Taiwan","Vietnam"
"Taiwan","China"
"Taiwan","Hong Kong"
"Taiwan","China"
"Taiwan","China"
"Taiwan","Japan"
"Taiwan","Vietnam"
"Vietnam","Taiwan"
"China","Taiwan"
"Taiwan","China"
"Taiwan","China"
"Taiwan","China"
"Taiwan","China"
"Taiwan","China"
"Taiwan","China"
"Taiwan","China"
"Taiwan","China"
"Taiwan","China"
"Taiwan","China"
"China","Taiwan"
"China","Taiwan"
"China","Taiwan"
"China","Taiwan"
"Cote d'Ivoire","France"
"Nigeria","France"
"United Kingdom","France"
"Spain","France"
"France","Belgium"
"Algeria","France"
"Algeria","France"
"Jordan","France"
"Netherlands","United Arab Emirates"
"Netherlands","France"
"Netherlands","France"
"Netherlands","France"
"Netherlands","France"
"Netherlands","Saudi Arabia"
"Netherlands","Qatar"
"Netherlands","Zimbabwe"
"Netherlands","Tanzania"
"Netherlands","Rwanda"
"Netherlands","Malaysia"
"Netherlands","Kuwait"
"Netherlands","United Kingdom"
"Netherlands","France"
"Netherlands","France"
"Netherlands","France"
"Netherlands","France"
"Netherlands","France"
"Netherlands","France"
"Netherlands","Taiwan"
"Netherlands","Ecuador"
"Belgium","United Kingdom"
"Sweden","France"
"Greece","France"
"Greece","France"
"Greece","France"
"United States","Belgium"
"United States","France"
"United States","Mexico"
"United States","Mexico"
"United States","Ireland"
"United States","Germany"
"United States","Italy"
"United States","Germany"
"United States","Mexico"
"United States","United Kingdom"
"United States","Spain"
"United States","United Kingdom"
"United States","Mexico"
"United States","Mexico"
"United States","Germany"
"United States","Bahamas"
"United States","Panama"
"United States","Costa Rica"
"United States","Puerto Rico"
"United States","Germany"
"United States","Canada"
"United States","Canada"
"United Arab Emirates","Netherlands"
"United Arab Emirates","Bahrain"
"United Arab Emirates","France"
"Bahrain","United Arab Emirates"
"Spain","France"
"Spain","United States"
"Serbia","France"
"France","United Kingdom"
"France","United Kingdom"
"Lebanon","France"
"Central African Republic","Cameroon"
"United Kingdom","France"
"United Kingdom","France"
"France","Belgium"
"Spain","France"
"France","Switzerland"
"Thailand","France"
"Thailand","Laos"
"Mali","France"
"Denmark","France"
"Italy","France"
"Italy","France"
"India","France"
"France","Netherlands"
"France","Italy"
"Colombia","France"
"India","France"
"United States","France"
"United States","United Kingdom"
"Germany","France"
"Belgium","United States"
"Belgium","United States"
"Belgium","France"
"Belgium","France"
"Brazil","France"
"France","Netherlands"
"Hungary","France"
"France","United Kingdom"
"Congo (Brazzaville)","France"
"Egypt","France"
"China","France"
"China","Singapore"
"French Guiana","Martinique"
"French Guiana","France"
"Venezuela","France"
"France","Cote d'Ivoire"
"France","Nigeria"
"France","United Kingdom"
"France","Spain"
"France","Algeria"
"France","Jordan"
"France","Netherlands"
"France","Sweden"
"France","Greece"
"France","United States"
"France","United Arab Emirates"
"France","Spain"
"France","Serbia"
"France","Lebanon"
"France","Central African Republic"
"France","United Kingdom"
"France","Spain"
"France","Thailand"
"France","Mali"
"France","Denmark"
"France","Italy"
"France","India"
"France","Colombia"
"France","India"
"France","United States"
"France","Germany"
"France","Brazil"
"France","Hungary"
"France","Congo (Brazzaville)"
"France","Egypt"
"France","China"
"France","Venezuela"
"France","Guinea"
"France","Morocco"
"France","Benin"
"France","Denmark"
"France","United States"
"France","India"
"France","Senegal"
"France","Cameroon"
"France","United States"
"France","Ireland"
"France","Germany"
"France","United Arab Emirates"
"France","United Kingdom"
"France","Armenia"
"France","United States"
"France","United Kingdom"
"France","Argentina"
"France","Italy"
"France","Congo (Kinshasa)"
"France","Italy"
"France","Germany"
"France","Brazil"
"France","Italy"
"France","Sweden"
"France","Brazil"
"France","Switzerland"
"France","Azerbaijan"
"France","Germany"
"France","Germany"
"France","Vietnam"
"France","Cuba"
"France","Finland"
"France","Hong Kong"
"France","Japan"
"France","United States"
"France","United States"
"France","South Korea"
"France","Turkey"
"France","Saudi Arabia"
"France","United States"
"France","Djibouti"
"France","South Africa"
"France","Ukraine"
"France","Japan"
"France","Malaysia"
"France","Angola"
"France","United States"
"France","Gabon"
"France","Cyprus"
"France","Russia"
"France","Togo"
"France","United Kingdom"
"France","Peru"
"France","Italy"
"France","Portugal"
"France","Slovenia"
"France","Nigeria"
"France","Luxembourg"
"France","Spain"
"France","United Kingdom"
"France","Mexico"
"France","United States"
"France","Malta"
"France","Mauritius"
"France","United States"
"France","Germany"
"France","Italy"
"France","Kenya"
"France","United Kingdom"
"France","Chad"
"France","Niger"
"France","Mauritania"
